山东移动,#genre#
黑龙江卫视FHD,http://39.134.65.5/wh7f454c46tw1307065176_-240504822/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225640/index.m3u8?icpid=88888888&RTS=1553744381&from=1&hms_devid=4
黑龙江卫视HD,http://39.134.65.89/wh7f454c46tw1308386646_1355443443/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225658/index.m3u8?icpid=88888888&RTS=1553744382&from=1&hms_devid=134
黑莓电竞,http://39.134.65.88/wh7f454c46tw1310397152_303699546/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225675/index.m3u8?icpid=88888888&RTS=1553744384&from=1&hms_devid=134
黑莓电影FHD,http://39.134.65.74/wh7f454c46tw1309112295_-135756644/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225667/index.m3u8?icpid=88888888&RTS=1553744383&from=1&hms_devid=127
黑莓动画FHD,http://39.134.65.9/wh7f454c46tw1308794846_-1588420838/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8?icpid=88888888&RTS=1553744382&from=1&hms_devid=14
湖北卫视FHD,http://39.134.65.9/wh7f454c46tw1306081916_1859157643/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225627/index.m3u8?icpid=88888888&RTS=1553744380&from=1&hms_devid=14
湖南卫视FHD,http://39.134.65.5/wh7f454c46tw1305230543_-174539192/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8?icpid=88888888&RTS=1553744379&from=1&hms_devid=4
吉林卫视,http://39.134.65.87/wh7f454c46tw1307199375_-277984247/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225637/index.m3u8?icpid=88888888&RTS=1553744381&from=1&hms_devid=129
江苏卫视FHD,http://39.134.65.89/wh7f454c46tw1305259964_969582065/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225613/index.m3u8?icpid=88888888&RTS=1553744379&from=1&hms_devid=134
江西卫视FHD,http://39.134.65.73/wh7f454c46tw1305341367_-1956614610/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225615/index.m3u8?icpid=88888888&RTS=1553744379&from=1&hms_devid=132
金鹰卡通,http://39.134.65.74/wh7f454c46tw1308578982_1487499005/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225653/index.m3u8?icpid=88888888&RTS=1553744382&from=1&hms_devid=127
卡酷少儿,http://39.134.65.2/wh7f454c46tw1308195094_183569124/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8?icpid=88888888&RTS=1553744382&from=1&hms_devid=11
康巴卫视,http://39.134.65.86/wh7f454c46tw1308708290_1419424807/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8?icpid=88888888&RTS=1553744382&from=1&hms_devid=129
辽宁卫视,http://39.134.65.5/wh7f454c46tw1305852011_-719735829/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225619/index.m3u8?icpid=88888888&RTS=1553744379&from=1&hms_devid=4
旅游卫视,http://39.134.65.74/wh7f454c46tw1307206575_-1341621092/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225639/index.m3u8?icpid=88888888&RTS=1553744381&from=1&hms_devid=127
内蒙古卫视,http://39.134.65.79/wh7f454c46tw1306654359_543291633/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8?icpid=88888888&RTS=1553744380&from=1&hms_devid=128
宁夏卫视,http://39.134.65.7/wh7f454c46tw1306491386_-1190317274/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8?icpid=88888888&RTS=1553744380&from=1&hms_devid=29
青海卫视,http://39.134.65.80/wh7f454c46tw1306280595_-1879749215/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8?icpid=88888888&RTS=1553744380&from=1&hms_devid=124
山东教育,http://39.134.65.79/wh7f454c46tw1308589284_-2060724368/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225655/index.m3u8?icpid=88888888&RTS=1553744382&from=1&hms_devid=128
山东卫视,http://39.134.65.66/wh7f454c46tw1307931805_-622801332/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225650/index.m3u8?icpid=88888888&RTS=1553744381&from=1&hms_devid=126
山西卫视,http://39.134.65.7/wh7f454c46tw1305883328_-1654992344/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8?icpid=88888888&RTS=1553744379&from=1&hms_devid=29
陕西卫视,http://39.134.65.5/wh7f454c46tw1305934166_-669069010/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225625/index.m3u8?icpid=88888888&RTS=1553744379&from=1&hms_devid=4
深圳卫视,http://39.134.65.89/wh7f454c46tw1307366070_850503682/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225645/index.m3u8?icpid=88888888&RTS=1553744381&from=1&hms_devid=134
四川卫视,http://39.134.65.86/wh7f454c46tw1305724870_-2113400761/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225621/index.m3u8?icpid=88888888&RTS=1553744379&from=1&hms_devid=129
天津卫视,http://39.134.65.65/wh7f454c46tw1307529783_-1981805929/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225648/index.m3u8?icpid=88888888&RTS=1553744381&from=1&hms_devid=125
西藏卫视,http://39.134.65.73/wh7f454c46tw1306901353_-1827956012/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8?icpid=88888888&RTS=1553744380&from=1&hms_devid=132
新疆卫视,http://39.134.65.2/wh7f454c46tw1306688273_-1820956268/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8?icpid=88888888&RTS=1553744380&from=1&hms_devid=11
优漫卡通,http://39.134.65.74/wh7f454c46tw1309204347_2023720063/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8?icpid=88888888&RTS=1553744383&from=1&hms_devid=127
云南卫视,http://39.134.65.65/wh7f454c46tw1306855744_1076040215/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225636/index.m3u8?icpid=88888888&RTS=1553744380&from=1&hms_devid=125
浙江卫视,http://39.134.65.5/wh7f454c46tw1307527754_-1349530293/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225643/index.m3u8?icpid=88888888&RTS=1553744381&from=1&hms_devid=4
浙江卫视FHD,http://39.134.65.66/wh7f454c46tw1305123797_-235335365/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8?icpid=88888888&RTS=1553744379&from=1&hms_devid=126
重庆卫视,http://39.134.65.66/wh7f454c46tw1305531903_1949514503/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225618/index.m3u8?icpid=88888888&RTS=1553744379&from=1&hms_devid=126
CGTN,http://111.40.205.87/PLTV/88888888/224/3221225604/index.m3u8
CGTN-纪录片,http://111.40.205.87/PLTV/88888888/224/3221225602/index.m3u8
CCTV1,http://111.40.205.87/PLTV/88888888/224/3221225587/index.m3u8
CCTV1FHD,http://111.40.205.87/PLTV/88888888/224/3221225710/index.m3u8#http://111.40.205.87/PLTV/88888888/224/3221225755/index.m3u8
CCTV2,http://111.40.205.87/PLTV/88888888/224/3221225588/index.m3u8
CCTV2FHD,http://111.40.205.87/PLTV/88888888/224/3221225746/index.m3u8#http://111.40.205.87/PLTV/88888888/224/3221225747/index.m3u8
CCTV3FHD,http://111.40.205.87/PLTV/88888888/224/3221225606/index.m3u8#http://111.40.205.87/PLTV/88888888/224/3221225754/index.m3u8
CCTV4,http://111.40.205.87/PLTV/88888888/224/3221225590/index.m3u8
CCTV4HD,http://111.40.205.87/PLTV/88888888/224/3221225725/index.m3u8
CCTV5,http://111.40.205.87/PLTV/88888888/224/3221225591/index.m3u8
CCTV5FHD,http://111.40.205.87/PLTV/88888888/224/3221225711/index.m3u8#http://111.40.205.87/PLTV/88888888/224/3221225753/index.m3u8
CCTV5+,http://111.40.205.87/PLTV/88888888/224/3221225603/index.m3u8
CCTV5+FHD,http://111.40.205.87/PLTV/88888888/224/3221225689/index.m3u8#http://111.40.205.87/PLTV/88888888/224/3221225752/index.m3u8
CCTV6FHD,http://111.40.205.87/PLTV/88888888/224/3221225607/index.m3u8#http://111.40.205.87/PLTV/88888888/224/3221225751/index.m3u8
CCTV7,http://111.40.205.87/PLTV/88888888/224/3221225593/index.m3u8
CCTV7FHD,http://111.40.205.87/PLTV/88888888/224/3221225733/index.m3u8
CCTV8FHD,http://111.40.205.87/PLTV/88888888/224/3221225608/index.m3u8#http://111.40.205.87/PLTV/88888888/224/3221225750/index.m3u8
CCTV9,http://111.40.205.87/PLTV/88888888/224/3221225595/index.m3u8
CCTV9FHD,http://111.40.205.87/PLTV/88888888/224/3221225734/index.m3u8
CCTV10,http://111.40.205.87/PLTV/88888888/224/3221225596/index.m3u8
CCTV10FHD,http://111.40.205.87/PLTV/88888888/224/3221225730/index.m3u8
CCTV11,http://111.40.205.87/PLTV/88888888/224/3221225597/index.m3u8#http://111.40.205.87/PLTV/88888888/224/3221225722/index.m3u8
CCTV12,http://111.40.205.87/PLTV/88888888/224/3221225598/index.m3u8
CCTV12FHD,http://111.40.205.87/PLTV/88888888/224/3221225731/index.m3u8
CCTV13,http://111.40.205.87/PLTV/88888888/224/3221225599/index.m3u8
CCTV14,http://111.40.205.87/PLTV/88888888/224/3221225600/index.m3u8
CCTV14FHD,http://111.40.205.87/PLTV/88888888/224/3221225732/index.m3u8
CCTV15,http://111.40.205.87/PLTV/88888888/224/3221225601/index.m3u8#http://111.40.205.87/PLTV/88888888/224/3221225721/index.m3u8
CCTV15HD,http://111.40.205.87/PLTV/88888888/224/3221225723/index.m3u8#http://111.40.205.87/PLTV/88888888/224/3221225726/index.m3u8
CCTV-中視购物,http://111.40.205.87/PLTV/88888888/224/3221225709/index.m3u8
CETV1,http://111.40.205.87/PLTV/88888888/224/3221225652/index.m3u8
上海纪实FHD,http://111.40.205.87/PLTV/88888888/224/3221225738/index.m3u8#http://111.40.205.87/PLTV/88888888/224/3221225748/index.m3u8
北京纪实FHD,http://111.40.205.87/PLTV/88888888/224/3221225729/index.m3u8#http://111.40.205.87/PLTV/88888888/224/3221225756/index.m3u8
浙江卫视,http://111.40.205.87/PLTV/88888888/224/3221225643/index.m3u8
浙江卫视FHD,http://111.40.205.87/PLTV/88888888/224/3221225612/index.m3u8
江苏卫视,http://111.40.205.87/PLTV/88888888/224/3221225644/index.m3u8
江苏卫视FHD,http://111.40.205.87/PLTV/88888888/224/3221225613/index.m3u8
湖南卫视FHD,http://111.40.205.87/PLTV/88888888/224/3221225610/index.m3u8
深圳卫视,http://111.40.205.87/PLTV/88888888/224/3221225645/index.m3u8
深圳卫视FHD,http://111.40.205.87/PLTV/88888888/224/3221225739/index.m3u8
北京卫视,http://111.40.205.87/PLTV/88888888/224/3221225651/index.m3u8#http://111.40.205.87/PLTV/88888888/224/3221225701/index.m3u8
北京卫视FHD,http://111.40.205.87/PLTV/88888888/224/3221225728/index.m3u8#http://111.40.205.87/PLTV/88888888/224/3221225749/index.m3u8
东方卫视,http://111.40.205.87/PLTV/88888888/224/3221225647/index.m3u8#http://111.40.205.87/PLTV/88888888/224/3221225700/index.m3u8
东方卫视FHD,http://111.40.205.87/PLTV/88888888/224/3221225735/index.m3u8
广东卫视,http://111.40.205.87/PLTV/88888888/224/3221225641/index.m3u8#http://111.40.205.87/PLTV/88888888/224/3221225699/index.m3u8
广东卫视FHD,http://111.40.205.87/PLTV/88888888/224/3221225736/index.m3u8
湖北卫视FHD,http://111.40.205.87/PLTV/88888888/224/3221225627/index.m3u8#http://111.40.205.87/PLTV/88888888/224/3221225705/index.m3u8
安徽卫视,http://111.40.205.87/PLTV/88888888/224/3221225631/index.m3u8
安徽卫视FHD,http://111.40.205.87/PLTV/88888888/224/3221225727/index.m3u8
东南卫视,http://111.40.205.87/PLTV/88888888/224/3221225620/index.m3u8
云南卫视,http://111.40.205.87/PLTV/88888888/224/3221225636/index.m3u8
内蒙古卫视,http://111.40.205.87/PLTV/88888888/224/3221225634/index.m3u8
吉林卫视,http://111.40.205.87/PLTV/88888888/224/3221225637/index.m3u8
四川卫视,http://111.40.205.87/PLTV/88888888/224/3221225621/index.m3u8
天津卫视,http://111.40.205.87/PLTV/88888888/224/3221225648/index.m3u8
天津卫视FHD,http://111.40.205.87/PLTV/88888888/224/3221225740/index.m3u8
宁夏卫视,http://111.40.205.87/PLTV/88888888/224/3221225632/index.m3u8
山东卫视,http://111.40.205.87/PLTV/88888888/224/3221225650/index.m3u8
山东卫视FHD,http://111.40.205.87/PLTV/88888888/224/3221225737/index.m3u8
山东教育卫视,http://111.40.205.87/PLTV/88888888/224/3221225655/index.m3u8
山西卫视,http://111.40.205.87/PLTV/88888888/224/3221225624/index.m3u8
广西卫视,http://111.40.205.87/PLTV/88888888/224/3221225622/index.m3u8
旅游卫视,http://111.40.205.87/PLTV/88888888/224/3221225639/index.m3u8
江西卫视,http://111.40.205.87/PLTV/88888888/224/3221225615/index.m3u8
河北卫视,http://111.40.205.87/PLTV/88888888/224/3221225623/index.m3u8
甘肃卫视,http://111.40.205.87/PLTV/88888888/224/3221225633/index.m3u8
贵州卫视,http://111.40.205.87/PLTV/88888888/224/3221225626/index.m3u8
辽宁卫视,http://111.40.205.87/PLTV/88888888/224/3221225619/index.m3u8
重庆卫视,http://111.40.205.87/PLTV/88888888/224/3221225618/index.m3u8
陕西卫视,http://111.40.205.87/PLTV/88888888/224/3221225625/index.m3u8
青海卫视,http://111.40.205.87/PLTV/88888888/224/3221225628/index.m3u8
黑龙江卫视,http://111.40.205.87/PLTV/88888888/224/3221225658/index.m3u8
黑龙江卫视FHD,http://111.40.205.87/PLTV/88888888/224/3221225640/index.m3u8
西藏卫视,http://111.40.205.87/PLTV/88888888/224/3221225638/index.m3u8
新疆卫视,http://111.40.205.87/PLTV/88888888/224/3221225635/index.m3u8
安多卫视,http://111.40.205.87/PLTV/88888888/224/3221225659/index.m3u8
康巴卫视,http://111.40.205.87/PLTV/88888888/224/3221225660/index.m3u8
金鹰卡通,http://111.40.205.87/PLTV/88888888/224/3221225653/index.m3u8
优漫卡通,http://111.40.205.87/PLTV/88888888/224/3221225656/index.m3u8
北京卡酷,http://111.40.205.87/PLTV/88888888/224/3221225654/index.m3u8
哈哈炫动,http://111.40.205.87/PLTV/88888888/224/3221225657/index.m3u8
家有购物,http://111.40.205.87/PLTV/88888888/224/3221225682/index.m3u8
风尚购物,http://111.40.205.87/PLTV/88888888/224/3221225679/index.m3u8
HRB娱乐,http://111.40.205.87/PLTV/88888888/224/3221225759/index.m3u8
HRB影视,http://111.40.205.87/PLTV/88888888/224/3221225760/index.m3u8
HRB新闻综合FHD,http://111.40.205.87/PLTV/88888888/224/3221225745/index.m3u8
HRB生活,http://111.40.205.87/PLTV/88888888/224/3221225762/index.m3u8
HRB资讯,http://111.40.205.87/PLTV/88888888/224/3221225761/index.m3u8
河北移动,#genre#
CCTV-1高清,http://111.63.117.13:6060/030000001000/CCTV-1-HD/CCTV-1-HD.m3u8
CCTV-2高清,http://111.63.117.13:6060/030000001000/G_CCTV-2-HD/G_CCTV-2-HD.m3u8
CCTV-3,http://111.63.117.13:6060/030000001000/CCTV-3/CCTV-3.m3u8
CCTV-4高清,http://111.63.117.13:6060/030000001000/G_CCTV-4-HD/G_CCTV-4-HD.m3u8
CCTV-5,http://111.63.117.13:6060/030000001000/CCTV-5/CCTV-5.m3u8
CCTV-5+高清,http://111.63.117.13:6060/030000001000/G_CCTV-5LUS/G_CCTV-5LUS.m3u8
CCTV-6,http://111.63.117.13:6060/030000001000/CCTV-6/CCTV-6.m3u8
CCTV-7高清,http://111.63.117.13:6060/030000001000/G_CCTV-7-HD/G_CCTV-7-HD.m3u8
CCTV-8,http://111.63.117.13:6060/030000001000/CCTV-8/CCTV-8.m3u8
CCTV-9高清,http://111.63.117.13:6060/030000001000/G_CCTV-9-HD/G_CCTV-9-HD.m3u8
CCTV-10高清,http://111.63.117.13:6060/030000001000/G_CCTV-10-HD/G_CCTV-10-HD.m3u8
CCTV-11,http://111.63.117.13:6060/030000001000/CCTV-11/CCTV-11.m3u8
CCTV-12高清,http://111.63.117.13:6060/030000001000/G_CCTV-12-HD/G_CCTV-12-HD.m3u8
CCTV-13,http://111.63.117.13:6060/030000001000/CCTV-13/CCTV-13.m3u8
CCTV-14高清,http://111.63.117.13:6060/030000001000/G_CCTV-14-HD/G_CCTV-14-HD.m3u8
CCTV-15,http://111.63.117.13:6060/030000001000/G_CCTV-15/G_CCTV-15.m3u8
CCTV-17高清,http://111.63.117.13:6060/030000001000/G_CCTV-17-HD/G_CCTV-17-HD.m3u8
CCTV-NEWS,http://111.63.117.13:6060/030000001000/G_CCTV-NEWS/G_CCTV-NEWS.m3u8
陕西卫视,http://111.63.117.13:6060/030000001000/G_SHANXI/G_SHANXI.m3u8
浙江卫视高清,http://111.63.117.13:6060/030000001000/ZJWS-HD/ZJWS-HD.m3u8
江苏卫视高清,http://111.63.117.13:6060/030000001000/G_JIANGSU-HD/G_JIANGSU-HD.m3u8
湖南卫视高清,http://111.63.117.13:6060/030000001000/HNWS-HD/HNWS-HD.m3u8
东方卫视高清,http://111.63.117.13:6060/030000001000/DFWS-HD/DFWS-HD.m3u8
北京卫视高清,http://111.63.117.13:6060/030000001000/BTV-1/BTV-1.m3u8
辽宁卫视高清,http://111.63.117.13:6060/030000001000/G_LIAONING-HD/G_LIAONING-HD.m3u8
重庆卫视高清,http://111.63.117.13:6060/030000001000/G_CHONGQING-HD/G_CHONGQING-HD.m3u8
安徽卫视高清,http://111.63.117.13:6060/030000001000/G_ANHUI-HD/G_ANHUI-HD.m3u8
湖北卫视高清,http://111.63.117.13:6060/030000001000/G_HUBEI-HD/G_HUBEI-HD.m3u8
北京冬奥纪实,http://111.63.117.13:6060/030000001000/G_BEIJINGJS-HD/G_BEIJINGJS-HD.m3u8
上海纪实高清,http://111.63.117.13:6060/030000001000/G_SHANGHAIJS-HD/G_SHANGHAIJS-HD.m3u8
广东卫视高清,http://111.63.117.13:6060/030000001000/GDWS-HD/GDWS-HD.m3u8
黑龙江卫视高清,http://111.63.117.13:6060/030000001000/HLJWS-HD/HLJWS-HD.m3u8
深圳卫视高清,http://111.63.117.13:6060/030000001000/SZWS-HD/SZWS-HD.m3u8
好享购物,http://111.63.117.13:6060/030000001000/G_HAOXIANG/G_HAOXIANG.m3u8
央广购物,http://111.63.117.13:6060/030000001000/G_YANGGUANGGOU/G_YANGGUANGGOU.m3u8
风尚购物,http://111.63.117.13:6060/030000001000/G_FENGSHANG/G_FENGSHANG.m3u8
安徽卫视,http://111.63.117.13:6060/030000001000/AHWS/AHWS.m3u8
辽宁卫视,http://111.63.117.13:6060/030000001000/LNWS/LNWS.m3u8
山东卫视,http://111.63.117.13:6060/030000001000/SDWS/SDWS.m3u8
广西卫视,http://111.63.117.13:6060/030000001000/GXWS/GXWS.m3u8
海南卫视,http://111.63.117.13:6060/030000001000/LYWS/LYWS.m3u8
重庆卫视,http://111.63.117.13:6060/030000001000/G_CHONGQING/G_CHONGQING.m3u8
四川卫视,http://111.63.117.13:6060/030000001000/SCWS/SCWS.m3u8
河南卫视,http://111.63.117.13:6060/030000001000/HENAN/HENAN.m3u8
东南卫视,http://111.63.117.13:6060/030000001000/DNWS/DNWS.m3u8
天津卫视,http://111.63.117.13:6060/030000001000/TJWS/TJWS.m3u8
江西卫视,http://111.63.117.13:6060/030000001000/JXWS/JXWS.m3u8
湖北卫视,http://111.63.117.13:6060/030000001000/G_HUBEI/G_HUBEI.m3u8
吉林卫视,http://111.63.117.13:6060/030000001000/G_JILIN/G_JILIN.m3u8
山西卫视,http://111.63.117.13:6060/030000001000/SXWS/SXWS.m3u8
贵州卫视,http://111.63.117.13:6060/030000001000/G_GUIZHOU/G_GUIZHOU.m3u8
青海卫视,http://111.63.117.13:6060/030000001000/G_QINGHAI/G_QINGHAI.m3u8
内蒙古卫视,http://111.63.117.13:6060/030000001000/G_NEIMENGGU/G_NEIMENGGU.m3u8
云南卫视,http://111.63.117.13:6060/030000001000/G_YUNNAN/G_YUNNAN.m3u8
河北卫视,http://111.63.117.13:6060/030000001000/G_HEBEI/G_HEBEI.m3u8
宁夏卫视,http://111.63.117.13:6060/030000001000/G_NINGXIA/G_NINGXIA.m3u8
新疆卫视,http://111.63.117.13:6060/030000001000/G_XINJIANG/G_XINJIANG.m3u8
甘肃卫视,http://111.63.117.13:6060/030000001000/G_GANSU/G_GANSU.m3u8
优漫卡通,http://111.63.117.13:6060/030000001000/G_YOUMAN/G_YOUMAN.m3u8
CETV-1,http://111.63.117.13:6060/030000001000/G_CETV-1/G_CETV-1.m3u8
CETV-2,http://111.63.117.13:6060/030000001000/G_CETV-2/G_CETV-2.m3u8
CETV-3,http://111.63.117.13:6060/030000001000/G_CETV-3/G_CETV-3.m3u8
CETV-4,http://111.63.117.13:6060/030000001000/G_CETV-4/G_CETV-4.m3u8
浙江卫视,http://111.63.117.13:6060/030000001000/G_ZHEJIANG/G_ZHEJIANG.m3u8
江苏卫视,http://111.63.117.13:6060/030000001000/JSWS-HD/JSWS-HD.m3u8
湖南卫视,http://111.63.117.13:6060/030000001000/G_HUNAN/G_HUNAN.m3u8
东方卫视,http://111.63.117.13:6060/030000001000/G_DONGFANG/G_DONGFANG.m3u8
北京卫视,http://111.63.117.13:6060/030000001000/G_BEIJING/G_BEIJING.m3u8
广东卫视,http://111.63.117.13:6060/030000001000/G_GUANGDONG/G_GUANGDONG.m3u8
深圳卫视,http://111.63.117.13:6060/030000001000/G_SHENZHEN/G_SHENZHEN.m3u8
西藏卫视,http://111.63.117.13:6060/030000001000/G_XIZANG/G_XIZANG.m3u8
兵团卫视,http://111.63.117.13:6060/030000001000/G_BINGTUAN/G_BINGTUAN.m3u8
南方卫视（广东）,http://111.63.117.13:6060/030000001000/G_NANFANG/G_NANFANG.m3u8
厦门卫视,http://111.63.117.13:6060/030000001000/G_XIAMEN/G_XIAMEN.m3u8
延边卫视,http://111.63.117.13:6060/030000001000/G_YANBIAN/G_YANBIAN.m3u8
安多卫视,http://111.63.117.13:6060/030000001000/G_ANDUO/G_ANDUO.m3u8
农林卫视,http://111.63.117.13:6060/030000001000/G_NONGLIN/G_NONGLIN.m3u8
康巴卫视,http://111.63.117.13:6060/030000001000/G_KANGBA/G_KANGBA.m3u8
发现之旅,http://111.63.117.13:6060/030000001000/G_FAXIANZL/G_FAXIANZL.m3u8
老故事,http://111.63.117.13:6060/030000001000/G_LAOGUSHI/G_LAOGUSHI.m3u8
女性时尚,http://111.63.117.13:6060/030000001000/G_NVXINGSS/G_NVXINGSS.m3u8
山东教育电视台,http://111.63.117.13:6060/030000001000/G_SDETV/G_SDETV.m3u8
置业,http://111.63.117.13:6060/030000001000/G_ZHIYE/G_ZHIYE.m3u8
京视剧场,http://111.63.117.13:6060/030000001000/G_JINGJU/G_JINGJU.m3u8
新娱乐,http://111.63.117.13:6060/030000001000/G_XINYULE/G_XINYULE.m3u8
家庭理*,http://111.63.117.13:6060/030000001000/G_JIATINGLC/G_JIATINGLC.m3u8
弈坛春秋,http://111.63.117.13:6060/030000001000/G_YITANCQ/G_YITANCQ.m3u8
高尔夫,http://111.63.117.13:6060/030000001000/G_GAOERFU/G_GAOERFU.m3u8
职业指南,http://111.63.117.13:6060/030000001000/G_ZHIYEZN/G_ZHIYEZN.m3u8
中国交通频道,http://111.63.117.13:6060/030000001000/G_ZHONGGUOJT/G_ZHONGGUOJT.m3u8
篮球1,http://111.63.117.13:6060/030000001000/G_LANQIU/G_LANQIU.m3u8
炫动卡通,http://111.63.117.13:6060/030000001000/G_XUANDONG/G_XUANDONG.m3u8
嘉佳卡通,http://111.63.117.13:6060/030000001000/G_JIAJIA/G_JIAJIA.m3u8
卡酷少儿,http://111.63.117.13:6060/030000001000/G_KAKU/G_KAKU.m3u8
金鹰卡通,http://111.63.117.13:6060/030000001000/G_JINYING/G_JINYING.m3u8
CCTV-1,http://111.63.117.13:6060/030000001000/G_CCTV-1/G_CCTV-1.m3u8
CCTV-2,http://111.63.117.13:6060/030000001000/G_CCTV-2/G_CCTV-2.m3u8
CCTV-4,http://111.63.117.13:6060/030000001000/CCTV-4/CCTV-4.m3u8
CCTV-7,http://111.63.117.13:6060/030000001000/CCTV-7/CCTV-7.m3u8
CCTV-9,http://111.63.117.13:6060/030000001000/G_CCTV-9/G_CCTV-9.m3u8
CCTV-10,http://111.63.117.13:6060/030000001000/CCTV-10/CCTV-10.m3u8
CCTV-12,http://111.63.117.13:6060/030000001000/CCTV-12/CCTV-12.m3u8
CCTV-14,http://111.63.117.13:6060/030000001000/G_CCTV-14/G_CCTV-14.m3u8
CCTV-17,http://111.63.117.13:6060/030000001000/G_CCTV-17/G_CCTV-17.m3u8
CCTV-11超清,http://111.63.117.13:6060/030000001000/G_CCTV-11-HQ/G_CCTV-11-HQ.m3u8
CCTV-13超清,http://111.63.117.13:6060/030000001000/G_CCTV-13-HQ/G_CCTV-13-HQ.m3u8
CCTV1综合频道高清1,http://111.63.117.13:6060/030000001000/G_CCTV-1-MD/G_CCTV-1-MD.m3u8
CCTV2财经频道高清1,http://111.63.117.13:6060/030000001000/G_CCTV-2-MD/G_CCTV-2-MD.m3u8
CCTV4中文国际高清1,http://111.63.117.13:6060/030000001000/G_CCTV-4-MD/G_CCTV-4-MD.m3u8
CCTV5+体育赛事高清,http://111.63.117.13:6060/030000001000/G_CCTV-5LUS-MD/G_CCTV-5LUS-MD.m3u8
北京卫视高清12M,http://111.63.117.13:6060/030000001000/G_BEIJING-MD/G_BEIJING-MD.m3u8
东方卫视高清12M,http://111.63.117.13:6060/030000001000/G_DONGFANG-MD/G_DONGFANG-MD.m3u8
广东卫视高清12M,http://111.63.117.13:6060/030000001000/G_GUANGDONG-MD/G_GUANGDONG-MD.m3u8
黑龙江卫视高清12M,http://111.63.117.13:6060/030000001000/G_HEILONGJIANG-MD/G_HEILONGJIANG-MD.m3u8
湖南卫视高清12M,http://111.63.117.13:6060/030000001000/G_HUNAN-MD/G_HUNAN-MD.m3u8
辽宁卫视高清12M,http://111.63.117.13:6060/030000001000/G_LIAONING-MD/G_LIAONING-MD.m3u8
山东卫视高清12M,http://111.63.117.13:6060/030000001000/G_SHANDONG-MD/G_SHANDONG-MD.m3u8
深圳卫视高清12M,http://111.63.117.13:6060/030000001000/G_SHENZHEN-MD/G_SHENZHEN-MD.m3u8
天津卫视高清12M,http://111.63.117.13:6060/030000001000/G_TIANJIN-MD/G_TIANJIN-MD.m3u8
江苏卫视高清12M,http://111.63.117.13:6060/030000001000/G_JIANGSU-MD/G_JIANGSU-MD.m3u8
浙江卫视高清12M,http://111.63.117.13:6060/030000001000/G_ZHEJIANG-MD/G_ZHEJIANG-MD.m3u8
安徽卫视高清12M,http://111.63.117.13:6060/030000001000/G_ANHUI-MD/G_ANHUI-MD.m3u8
湖北卫视高清12M,http://111.63.117.13:6060/030000001000/G_HUBEI-MD/G_HUBEI-MD.m3u8
CCTV-1,http://111.63.117.13:6060/030000001000/CCTV-1-HD/CCTV-1-HD.m3u8
CCTV-2,http://111.63.117.13:6060/030000001000/G_CCTV-2/G_CCTV-2.m3u8
CCTV-3,http://111.63.117.13:6060/030000001000/CCTV-3/CCTV-3.m3u8
CCTV-4,http://111.63.117.13:6060/030000001000/CCTV-4/CCTV-4.m3u8
CCTV-5,http://111.63.117.13:6060/030000001000/CCTV-5/CCTV-5.m3u8
CCTV-6,http://111.63.117.13:6060/030000001000/CCTV-6/CCTV-6.m3u8
CCTV-7,http://111.63.117.13:6060/030000001000/CCTV-7/CCTV-7.m3u8
